"Latitude (decimal degrees):	36.924"
"Longitude (decimal degrees):	14.697"
"Elevation (m):	626"
"Radiation database:	PVGIS-SARAH2"


Slope: 32 deg. (optimum)
Azimuth: -6 deg. (optimum)
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20200412:2009,0.0,0.0,0.0,0.0,12.44,0.41,0.0
20200412:2109,0.0,0.0,0.0,0.0,11.21,0.97,0.0
20200412:2209,0.0,0.0,0.0,0.0,10.47,1.1,0.0
20200412:2309,0.0,0.0,0.0,0.0,10.35,1.03,0.0
20200413:0009,0.0,0.0,0.0,0.0,11.19,0.76,0.0
20200413:0109,0.0,0.0,0.0,0.0,11.54,0.62,0.0
20200413:0209,0.0,0.0,0.0,0.0,11.32,0.83,0.0
20200413:0309,0.0,0.0,0.0,0.0,9.32,1.45,0.0
20200413:0409,0.0,0.0,0.0,0.0,8.87,1.52,0.0
20200413:0509,40.88,35.61,1.29,6.99,8.78,1.45,0.0
20200413:0609,219.01,96.18,4.4,18.96,10.11,1.17,0.0
20200413:0709,417.41,145.21,7.55,30.83,13.09,1.52,0.0
20200413:0809,528.51,217.95,9.95,42.19,14.09,1.79,0.0
20200413:0909,784.02,177.04,12.67,52.32,14.96,2.28,0.0
20200413:1009,876.75,182.42,14.04,59.73,15.68,2.9,0.0
20200413:1109,891.84,183.24,14.42,62.08,16.18,3.38,0.0
20200413:1209,799.71,196.35,13.62,58.18,16.51,3.59,0.0
20200413:1309,710.51,158.75,12.22,49.85,16.55,3.52,0.0
20200413:1409,512.29,147.91,9.74,39.3,16.39,3.52,0.0
20200413:1509,287.78,125.85,6.67,27.75,15.96,3.45,0.0
20200413:1609,47.97,105.09,2.84,15.82,15.33,2.9,0.0
20200413:1709,0.0,19.34,0.33,3.87,14.43,2.28,0.0
20200413:1809,0.0,0.0,0.0,0.0,13.24,2.48,0.0
20200413:1909,0.0,0.0,0.0,0.0,12.52,2.9,0.0
20200413:2009,0.0,0.0,0.0,0.0,12.03,3.66,0.0
20200413:2109,0.0,0.0,0.0,0.0,12.07,3.86,0.0
20200413:2209,0.0,0.0,0.0,0.0,11.84,2.9,0.0
20200413:2309,0.0,0.0,0.0,0.0,11.61,3.1,0.0
20200414:0009,0.0,0.0,0.0,0.0,11.63,3.31,0.0
20200414:0109,0.0,0.0,0.0,0.0,12.03,3.1,0.0
20200414:0209,0.0,0.0,0.0,0.0,12.1,3.17,0.0
20200414:0309,0.0,0.0,0.0,0.0,12.14,3.17,0.0
20200414:0409,0.0,0.0,0.0,0.0,12.09,3.38,0.0
20200414:0509,0.83,30.51,0.51,7.25,12.22,3.72,0.0
20200414:0609,9.71,119.05,2.06,19.23,13.13,4.48,0.0
20200414:0709,218.65,222.85,6.22,31.1,15.1,4.76,0.0
20200414:0809,508.8,217.51,9.74,42.48,16.58,5.59,0.0
20200414:0909,612.94,258.09,11.67,52.64,17.57,6.48,0.0
20200414:1009,784.88,221.5,13.44,60.1,18.31,6.34,0.0
20200414:1109,830.19,203.39,13.94,62.44,18.74,5.72,0.0
20200414:1209,786.63,189.1,13.4,58.47,19.06,4.76,0.0
20200414:1309,672.19,168.28,11.88,50.08,19.3,3.66,0.0
20200414:1409,482.21,155.18,9.46,39.49,19.52,2.83,0.0
20200414:1509,269.24,129.16,6.46,27.92,19.53,1.93,0.0
20200414:1609,77.54,85.01,3.23,15.98,19.11,1.66,0.0
20200414:1709,0.0,20.22,0.35,4.04,18.11,1.52,0.0
20200414:1809,0.0,0.0,0.0,0.0,16.68,1.79,0.0
20200414:1909,0.0,0.0,0.0,0.0,15.62,3.1,0.0
20200414:2009,0.0,0.0,0.0,0.0,15.02,3.24,0.0
20200414:2109,0.0,0.0,0.0,0.0,14.71,3.38,0.0
20200414:2209,0.0,0.0,0.0,0.0,14.67,3.45,0.0
20200414:2309,0.0,0.0,0.0,0.0,14.44,3.38,0.0
20200415:0009,0.0,0.0,0.0,0.0,13.91,3.24,0.0
20200415:0109,0.0,0.0,0.0,0.0,13.38,3.24,0.0
20200415:0209,0.0,0.0,0.0,0.0,13.08,3.17,0.0
20200415:0309,0.0,0.0,0.0,0.0,12.85,3.1,0.0
20200415:0409,0.0,0.0,0.0,0.0,12.34,2.55,0.0
20200415:0509,35.91,40.8,1.32,7.52,12.05,2.28,0.0
20200415:0609,189.18,108.44,4.25,19.49,13.62,2.0,0.0
20200415:0709,364.01,164.37,7.22,31.37,15.77,2.41,0.0
20200415:0809,591.48,172.6,10.21,42.77,16.46,3.66,0.0
20200415:0909,599.02,264.4,11.62,52.96,16.63,4.07,0.0
20200415:1009,253.09,428.23,9.89,60.45,16.65,4.21,0.0
20200415:1109,116.08,433.08,8.4,62.79,16.6,4.0,0.0
20200415:1209,0.0,164.54,2.68,58.77,16.25,4.07,0.0
20200415:1309,101.81,368.04,7.28,50.31,15.99,4.55,0.0
20200415:1409,121.66,299.31,6.54,39.67,15.67,4.21,0.0
20200415:1509,16.25,186.4,3.29,28.08,15.25,4.21,0.0
20200415:1609,0.0,59.16,0.96,16.14,14.69,3.86,0.0
20200415:1709,0.0,15.83,0.27,4.2,14.02,3.24,0.0
20200415:1809,0.0,0.0,0.0,0.0,13.41,3.17,0.0
20200415:1909,0.0,0.0,0.0,0.0,12.68,2.62,0.0
20200415:2009,0.0,0.0,0.0,0.0,12.44,2.48,0.0
20200415:2109,0.0,0.0,0.0,0.0,12.11,2.55,0.0
20200415:2209,0.0,0.0,0.0,0.0,11.95,2.55,0.0
20200415:2309,0.0,0.0,0.0,0.0,11.68,2.48,0.0
20200416:0009,0.0,0.0,0.0,0.0,11.46,2.55,0.0
20200416:0109,0.0,0.0,0.0,0.0,11.41,2.69,0.0
20200416:0209,0.0,0.0,0.0,0.0,11.17,2.48,0.0
20200416:0309,0.0,0.0,0.0,0.0,10.94,2.48,0.0
20200416:0409,0.0,0.0,0.0,0.0,10.83,2.76,0.0
20200416:0509,0.8,34.2,0.57,7.78,10.93,3.03,0.0
20200416:0609,4.24,109.34,1.83,19.75,12.0,3.17,0.0
20200416:0709,0.0,137.73,2.24,31.64,12.88,3.03,0.0
20200416:0809,21.47,276.57,4.75,43.06,13.58,3.24,0.0
20200416:0909,67.92,370.55,6.81,53.28,14.44,3.03,0.0
20200416:1009,65.28,402.52,7.31,60.81,15.13,2.62,0.0
20200416:1109,356.94,415.3,11.03,63.14,15.87,2.48,0.0
20200416:1209,733.59,214.88,13.14,59.05,16.02,2.69,0.0
20200416:1309,399.14,308.61,10.27,50.53,16.32,2.55,0.0
20200416:1409,150.02,295.32,6.89,39.85,16.31,2.62,0.0
20200416:1509,222.26,154.77,6.16,28.25,15.98,2.48,0.0
20200416:1609,103.0,65.32,3.58,16.3,15.28,2.34,0.0
20200416:1709,0.0,21.98,0.38,4.36,14.37,2.14,0.0
20200416:1809,0.0,0.0,0.0,0.0,13.51,1.72,0.0
20200416:1909,0.0,0.0,0.0,0.0,12.95,2.0,0.0
20200416:2009,0.0,0.0,0.0,0.0,12.56,1.17,0.0
20200416:2109,0.0,0.0,0.0,0.0,12.05,0.69,0.0
20200416:2209,0.0,0.0,0.0,0.0,11.83,1.03,0.0
20200416:2309,0.0,0.0,0.0,0.0,11.2,1.1,0.0
20200417:0009,0.0,0.0,0.0,0.0,10.54,1.1,0.0
20200417:0109,0.0,0.0,0.0,0.0,10.16,0.9,0.0
20200417:0209,0.0,0.0,0.0,0.0,9.73,1.1,0.0
20200417:0309,0.0,0.0,0.0,0.0,9.49,1.45,0.0
20200417:0409,0.0,0.0,0.0,0.0,9.45,1.59,0.0
20200417:0509,2.36,41.59,0.72,8.04,9.62,1.52,0.0
20200417:0609,41.97,146.65,2.93,20.0,11.94,1.24,0.0
20200417:0709,391.68,153.96,7.5,31.9,14.5,1.31,0.0
20200417:0809,609.49,165.65,10.43,43.34,16.36,1.38,0.0
20200417:0909,732.81,194.74,12.45,53.59,17.6,1.93,0.0
20200417:1009,848.87,183.35,13.89,61.16,18.24,2.48,0.0
20200417:1109,879.64,173.61,14.33,63.49,18.51,2.62,0.0
20200417:1209,817.62,167.91,13.67,59.34,18.69,2.69,0.0
20200417:1309,685.49,158.8,12.07,50.75,18.62,2.48,0.0
20200417:1409,491.47,148.94,9.64,40.03,18.6,2.34,0.0
20200417:1509,284.71,120.3,6.71,28.41,18.13,2.48,0.0
20200417:1609,90.3,77.06,3.5,16.45,17.3,2.28,0.0
20200417:1709,0.0,21.98,0.38,4.53,16.36,1.86,0.0
20200417:1809,0.0,0.0,0.0,0.0,15.27,1.52,0.0
20200417:1909,0.0,0.0,0.0,0.0,14.26,1.38,0.0
20200417:2009,0.0,0.0,0.0,0.0,13.6,1.38,0.0
20200417:2109,0.0,0.0,0.0,0.0,13.01,1.31,0.0
20200417:2209,0.0,0.0,0.0,0.0,12.56,1.45,0.0
20200417:2309,0.0,0.0,0.0,0.0,12.17,1.52,0.0
20200418:0009,0.0,0.0,0.0,0.0,11.98,1.59,0.0
20200418:0109,0.0,0.0,0.0,0.0,11.77,1.72,0.0
20200418:0209,0.0,0.0,0.0,0.0,11.59,1.72,0.0
20200418:0309,0.0,0.0,0.0,0.0,11.41,1.66,0.0
20200418:0409,0.0,0.0,0.0,0.0,11.23,1.59,0.0
20200418:0509,38.59,44.88,1.49,8.29,10.91,1.38,0.0
20200418:0609,193.45,110.39,4.43,20.25,13.76,0.9,0.0
20200418:0709,395.95,150.46,7.55,32.16,16.15,0.55,0.0
20200418:0809,593.23,172.31,10.36,43.62,17.69,1.17,0.0
20200418:0909,726.51,195.19,12.42,53.9,18.75,1.52,0.0
20200418:1009,811.09,201.74,13.7,61.51,19.52,1.86,0.0
20200418:1109,840.0,193.12,14.12,63.83,20.04,2.0,0.0
20200418:1209,722.55,222.19,13.18,59.62,20.4,1.93,0.0
20200418:1309,605.09,203.91,11.64,50.97,20.5,2.21,0.0
20200418:1409,393.9,203.0,9.04,40.21,20.09,2.55,0.0
20200418:1509,210.24,162.42,6.15,28.57,19.28,2.41,0.0
20200418:1609,85.41,80.6,3.47,16.61,18.44,1.79,0.0
20200418:1709,0.0,23.74,0.41,4.69,17.48,1.45,0.0
20200418:1809,0.0,0.0,0.0,0.0,16.31,1.45,0.0
20200418:1909,0.0,0.0,0.0,0.0,14.74,1.24,0.0
20200418:2009,0.0,0.0,0.0,0.0,14.16,0.9,0.0
20200418:2109,0.0,0.0,0.0,0.0,13.6,0.69,0.0
20200418:2209,0.0,0.0,0.0,0.0,13.22,0.76,0.0
20200418:2309,0.0,0.0,0.0,0.0,13.3,0.76,0.0
20200419:0009,0.0,0.0,0.0,0.0,13.4,0.62,0.0
20200419:0109,0.0,0.0,0.0,0.0,13.63,0.55,0.0
20200419:0209,0.0,0.0,0.0,0.0,13.78,0.41,0.0
20200419:0309,0.0,0.0,0.0,0.0,13.84,0.48,0.0
20200419:0409,0.0,0.0,0.0,0.0,13.32,0.83,0.0
20200419:0509,31.87,49.43,1.44,8.54,13.33,0.76,0.0
20200419:0609,154.65,126.29,4.16,20.5,14.14,0.48,0.0
20200419:0709,364.11,162.43,7.34,32.42,16.6,1.03,0.0
20200419:0809,568.22,179.7,10.18,43.89,17.98,1.38,0.0
20200419:0909,697.91,202.6,12.19,54.21,19.2,2.0,0.0
20200419:1009,809.23,193.64,13.61,61.85,20.01,2.21,0.0
20200419:1109,934.84,122.32,14.46,64.18,20.53,2.69,0.0
20200419:1209,776.93,179.28,13.36,59.9,20.45,3.1,0.0
20200419:1309,637.97,176.05,11.74,51.18,19.86,2.97,0.0
20200419:1409,398.77,194.68,9.02,40.39,19.49,2.41,0.0
20200419:1509,242.96,139.45,6.37,28.73,19.15,2.07,0.0
20200419:1609,78.8,83.48,3.38,16.76,18.43,1.59,0.0
20200419:1709,0.0,22.86,0.39,4.85,17.73,1.66,0.0
20200419:1809,0.0,0.0,0.0,0.0,17.11,1.86,0.0
20200419:1909,0.0,0.0,0.0,0.0,16.38,2.0,0.0
20200419:2009,0.0,0.0,0.0,0.0,15.94,3.31,0.0
20200419:2109,0.0,0.0,0.0,0.0,15.58,3.31,0.0
20200419:2209,0.0,0.0,0.0,0.0,15.2,2.28,0.0
20200419:2309,0.0,0.0,0.0,0.0,14.82,1.79,0.0
20200420:0009,0.0,0.0,0.0,0.0,14.6,3.1,0.0
20200420:0109,0.0,0.0,0.0,0.0,14.71,4.0,0.0
20200420:0209,0.0,0.0,0.0,0.0,14.77,4.34,0.0
20200420:0309,0.0,0.0,0.0,0.0,14.67,4.34,0.0
20200420:0409,0.0,0.0,0.0,0.0,14.53,4.48,0.0
20200420:0509,0.0,25.88,0.42,8.79,14.52,4.9,0.0
20200420:0609,0.0,37.9,0.62,20.75,15.02,4.97,0.0
20200420:0709,0.0,129.41,2.1,32.67,15.77,5.66,0.0
20200420:0809,7.76,248.35,4.13,44.16,15.88,5.79,0.0
20200420:0909,3.34,271.09,4.45,54.51,16.29,5.17,0.0
20200420:1009,106.47,420.57,8.1,62.19,16.74,6.14,0.0
20200420:1109,50.41,399.52,7.11,64.51,18.15,6.07,0.0
20200420:1209,0.0,117.39,1.91,60.18,18.08,5.31,0.0
20200420:1309,0.0,99.83,1.62,51.4,18.44,5.66,0.0
20200420:1409,0.0,83.19,1.35,40.57,18.15,6.28,0.0
20200420:1509,116.72,200.85,5.23,28.88,17.76,7.52,0.0
20200420:1609,72.36,88.99,3.34,16.92,16.85,6.9,0.0
20200420:1709,0.0,24.62,0.42,5.01,15.66,5.17,0.0
20200420:1809,0.0,0.0,0.0,0.0,14.83,5.45,0.0
20200420:1909,0.0,0.0,0.0,0.0,14.32,4.48,0.0
20200420:2009,0.0,0.0,0.0,0.0,13.95,4.76,0.0
20200420:2109,0.0,0.0,0.0,0.0,13.74,4.48,0.0
20200420:2209,0.0,0.0,0.0,0.0,13.63,4.28,0.0
20200420:2309,0.0,0.0,0.0,0.0,13.42,4.21,0.0
20200421:0009,0.0,0.0,0.0,0.0,13.53,4.14,0.0
20200421:0109,0.0,0.0,0.0,0.0,13.46,4.0,0.0
20200421:0209,0.0,0.0,0.0,0.0,13.58,3.86,0.0
20200421:0309,0.0,0.0,0.0,0.0,13.53,3.86,0.0
20200421:0409,0.0,0.0,0.0,0.0,13.47,3.72,0.0
20200421:0509,10.29,56.14,1.13,9.03,13.37,3.45,0.0
20200421:0609,0.0,80.42,1.31,20.99,13.95,3.17,0.0
20200421:0709,5.4,185.26,3.08,32.91,15.15,2.69,0.0
20200421:0809,39.75,302.35,5.4,44.42,16.32,1.52,0.0
20200421:0909,117.64,390.31,7.74,54.81,17.08,0.48,0.0
20200421:1009,206.65,432.52,9.5,62.53,17.51,1.66,0.0
20200421:1109,12.01,343.0,5.73,64.85,17.63,2.34,0.0
20200421:1209,1.07,265.36,4.33,60.45,17.87,3.38,0.0
20200421:1309,2.07,248.77,4.07,51.61,17.9,4.76,0.0
20200421:1409,3.9,219.26,3.62,40.74,17.15,5.93,0.0
20200421:1509,62.28,211.51,4.5,29.04,16.44,5.66,0.0
20200421:1609,12.02,112.49,2.15,17.07,16.31,5.79,0.0
20200421:1709,0.0,27.26,0.47,5.17,15.94,4.62,0.0
20200421:1809,0.0,0.0,0.0,0.0,15.35,4.62,0.0
20200421:1909,0.0,0.0,0.0,0.0,15.11,4.83,0.0
20200421:2009,0.0,0.0,0.0,0.0,14.88,5.24,0.0
20200421:2109,0.0,0.0,0.0,0.0,14.67,5.72,0.0
20200421:2209,0.0,0.0,0.0,0.0,14.44,5.52,0.0
20200421:2309,0.0,0.0,0.0,0.0,14.08,4.62,0.0
20200422:0009,0.0,0.0,0.0,0.0,13.71,4.21,0.0
20200422:0109,0.0,0.0,0.0,0.0,13.32,3.79,0.0
20200422:0209,0.0,0.0,0.0,0.0,13.0,3.31,0.0
20200422:0309,0.0,0.0,0.0,0.0,12.57,2.69,0.0
20200422:0409,0.0,0.0,0.0,0.0,12.04,2.21,0.0
20200422:0509,7.97,56.16,1.08,9.27,11.77,1.79,0.0
20200422:0609,29.16,149.88,2.84,21.23,13.52,1.31,0.0
20200422:0709,181.67,240.69,6.21,33.15,15.5,1.66,0.0
20200422:0809,613.42,159.23,10.61,44.68,16.7,2.14,0.0
20200422:0909,763.93,169.36,12.73,55.1,17.54,2.0,0.0
20200422:1009,834.71,183.19,13.94,62.86,18.38,2.07,0.0
20200422:1109,619.19,311.89,13.03,65.18,18.82,2.48,0.0
20200422:1209,442.25,357.72,11.55,60.72,18.36,2.97,0.0
20200422:1309,2.06,246.92,4.04,51.81,17.84,3.1,0.0
20200422:1409,22.31,268.44,4.69,40.91,17.21,2.21,0.0
20200422:1509,36.09,208.88,4.01,29.2,16.75,1.59,0.0
20200422:1609,6.53,106.58,1.91,17.22,16.41,1.17,0.0
20200422:1709,0.0,19.34,0.33,5.33,16.03,2.07,0.0
20200422:1809,0.0,0.0,0.0,0.0,15.44,2.83,0.0
20200422:1909,0.0,0.0,0.0,0.0,14.91,1.66,0.0
20200422:2009,0.0,0.0,0.0,0.0,14.22,1.38,0.0
20200422:2109,0.0,0.0,0.0,0.0,13.65,1.1,0.0
20200422:2209,0.0,0.0,0.0,0.0,13.44,1.1,0.0
20200422:2309,0.0,0.0,0.0,0.0,12.93,1.38,0.0
20200423:0009,0.0,0.0,0.0,0.0,12.6,1.72,0.0
20200423:0109,0.0,0.0,0.0,0.0,12.31,1.93,0.0
20200423:0209,0.0,0.0,0.0,0.0,11.89,1.93,0.0
20200423:0309,0.0,0.0,0.0,0.0,11.72,2.07,0.0
20200423:0409,0.0,0.0,0.0,0.0,11.88,2.07,0.0
20200423:0509,0.0,21.26,0.35,9.51,12.23,2.14,0.0
20200423:0609,9.98,134.62,2.33,21.46,13.48,2.07,0.0
20200423:0709,26.73,227.78,4.04,33.39,14.84,1.24,0.0
20200423:0809,120.4,336.44,6.93,44.94,15.84,0.41,0.0
20200423:0909,30.84,348.58,6.04,55.39,16.52,1.17,0.0
20200423:1009,69.13,412.69,7.55,63.19,16.69,1.79,0.0
20200423:1109,0.0,78.57,1.28,65.51,15.66,2.0,0.0
20200423:1209,0.0,74.87,1.22,60.98,16.32,1.59,0.0
20200423:1309,0.0,103.53,1.68,52.02,16.54,2.07,0.0
20200423:1409,0.0,68.4,1.11,41.08,15.53,2.21,0.0
20200423:1509,63.16,215.9,4.6,29.35,15.36,1.93,0.0
20200423:1609,0.0,49.92,0.81,17.38,15.27,1.24,0.0
20200423:1709,0.0,12.31,0.21,5.49,14.98,0.97,0.0
20200423:1809,0.0,0.0,0.0,0.0,14.32,0.69,0.0
20200423:1909,0.0,0.0,0.0,0.0,13.78,1.38,0.0
20200423:2009,0.0,0.0,0.0,0.0,13.53,1.38,0.0
20200423:2109,0.0,0.0,0.0,0.0,13.29,1.31,0.0
20200423:2209,0.0,0.0,0.0,0.0,12.96,1.31,0.0
20200423:2309,0.0,0.0,0.0,0.0,12.64,1.31,0.0
20200424:0009,0.0,0.0,0.0,0.0,12.36,1.24,0.0
20200424:0109,0.0,0.0,0.0,0.0,12.22,1.17,0.0
20200424:0209,0.0,0.0,0.0,0.0,12.32,1.03,0.0
20200424:0309,0.0,0.0,0.0,0.0,12.41,0.97,0.0
20200424:0409,0.0,0.0,0.0,0.0,12.52,1.17,0.0
20200424:0509,11.97,61.47,1.26,9.74,12.59,1.45,0.0
20200424:0609,209.85,107.62,4.81,21.69,13.42,1.86,0.0
20200424:0709,237.12,226.1,6.75,33.63,13.82,1.31,0.0
20200424:0809,1.09,208.05,3.4,45.19,14.74,1.38,0.0
20200424:0909,23.04,336.67,5.76,55.67,15.24,1.31,0.0
20200424:1009,194.65,437.4,9.47,63.51,15.85,1.72,0.0
20200424:1109,0.0,85.97,1.4,65.84,16.14,2.41,0.0
20200424:1209,0.0,228.32,3.71,61.25,15.64,2.69,0.0
20200424:1309,0.0,130.33,2.12,52.22,15.23,2.55,0.0
20200424:1409,0.0,162.69,2.65,41.25,15.44,2.9,0.0
20200424:1509,95.82,210.74,5.1,29.5,15.33,2.62,0.0
20200424:1609,0.0,76.72,1.25,17.53,15.3,2.69,0.0
20200424:1709,0.0,23.74,0.41,5.65,14.51,2.55,0.0
20200424:1809,0.0,0.0,0.0,0.0,13.84,2.28,0.0
20200424:1909,0.0,0.0,0.0,0.0,13.58,0.97,0.0
20200424:2009,0.0,0.0,0.0,0.0,13.33,0.62,0.0
20200424:2109,0.0,0.0,0.0,0.0,12.61,0.83,0.0
20200424:2209,0.0,0.0,0.0,0.0,12.32,0.9,0.0
20200424:2309,0.0,0.0,0.0,0.0,11.96,0.83,0.0
20200425:0009,0.0,0.0,0.0,0.0,11.18,0.9,0.0
20200425:0109,0.0,0.0,0.0,0.0,10.99,0.76,0.0
20200425:0209,0.0,0.0,0.0,0.0,10.36,1.17,0.0
20200425:0309,0.0,0.0,0.0,0.0,10.96,1.72,0.0
20200425:0409,0.0,0.0,0.0,0.0,10.82,1.79,0.0
20200425:0509,45.18,53.61,1.88,9.97,11.03,1.38,0.0
20200425:0609,231.83,101.8,5.08,21.91,12.3,1.03,0.0
20200425:0709,447.4,132.07,8.25,33.86,13.83,0.69,0.0
20200425:0809,567.6,196.19,10.64,45.43,14.83,0.9,0.0
20200425:0909,601.31,272.14,12.15,55.95,16.07,1.17,0.0
20200425:1009,694.23,275.52,13.49,63.83,17.03,1.66,0.0
20200425:1109,704.45,277.12,13.79,66.16,17.6,2.28,0.0
20200425:1209,666.33,258.43,13.23,61.51,17.88,3.03,0.0
20200425:1309,569.71,228.78,11.79,52.42,17.82,4.0,0.0
20200425:1409,362.31,224.9,9.14,41.42,17.05,4.21,0.0
20200425:1509,238.42,150.37,6.67,29.66,16.44,3.38,0.0
20200425:1609,44.2,114.63,3.11,17.68,15.95,2.55,0.0
20200425:1709,0.0,32.53,0.56,5.81,15.27,2.0,0.0
20200425:1809,0.0,0.0,0.0,0.0,14.44,1.86,0.0
20200425:1909,0.0,0.0,0.0,0.0,13.84,1.31,0.0
20200425:2009,0.0,0.0,0.0,0.0,13.49,0.76,0.0
20200425:2109,0.0,0.0,0.0,0.0,13.27,1.03,0.0
20200425:2209,0.0,0.0,0.0,0.0,12.98,0.83,0.0
20200425:2309,0.0,0.0,0.0,0.0,13.15,0.62,0.0
20200426:0009,0.0,0.0,0.0,0.0,13.23,0.55,0.0
20200426:0109,0.0,0.0,0.0,0.0,13.3,0.34,0.0
20200426:0209,0.0,0.0,0.0,0.0,13.14,0.69,0.0
20200426:0309,0.0,0.0,0.0,0.0,13.09,0.69,0.0
20200426:0409,0.0,0.0,0.0,0.0,12.66,0.69,0.0
20200426:0509,4.12,57.14,1.02,10.2,13.01,0.41,0.0
20200426:0609,1.95,112.86,1.86,22.13,13.8,0.83,0.0
20200426:0709,46.3,244.2,4.57,34.08,15.49,2.55,0.0
20200426:0809,129.69,336.78,7.08,45.67,16.01,2.69,0.0
20200426:0909,107.85,394.31,7.73,56.22,16.57,2.41,0.0
20200426:1009,494.22,356.03,12.06,64.15,17.13,2.28,0.0
20200426:1109,117.02,438.3,8.58,66.48,17.97,2.48,0.0
20200426:1209,73.55,405.79,7.55,61.76,18.39,2.41,0.0
20200426:1309,73.98,364.38,6.93,52.62,18.51,2.14,0.0
20200426:1409,0.0,144.2,2.35,41.58,18.7,2.21,0.0
20200426:1509,110.51,206.77,5.32,29.81,18.4,2.07,0.0
20200426:1609,92.0,74.43,3.79,17.83,17.88,1.72,0.0
20200426:1709,0.0,31.65,0.54,5.97,17.36,1.45,0.0
20200426:1809,0.0,0.0,0.0,0.0,16.49,1.31,0.0
20200426:1909,0.0,0.0,0.0,0.0,15.21,1.45,0.0
20200426:2009,0.0,0.0,0.0,0.0,14.62,1.38,0.0
20200426:2109,0.0,0.0,0.0,0.0,13.96,1.31,0.0
20200426:2209,0.0,0.0,0.0,0.0,13.38,1.45,0.0
20200426:2309,0.0,0.0,0.0,0.0,13.05,1.59,0.0
20200427:0009,0.0,0.0,0.0,0.0,12.83,1.59,0.0
20200427:0109,0.0,0.0,0.0,0.0,12.63,1.52,0.0
20200427:0209,0.0,0.0,0.0,0.0,12.44,1.59,0.0
20200427:0309,0.0,0.0,0.0,0.0,12.36,1.66,0.0
20200427:0409,0.0,0.0,0.0,0.0,12.28,1.79,0.0
20200427:0509,52.19,50.32,2.01,10.42,12.54,1.79,0.0
20200427:0609,218.75,106.79,5.02,22.35,14.02,1.52,0.0
20200427:0709,425.0,138.09,8.1,34.3,16.56,1.24,0.0
20200427:0809,616.75,157.34,10.84,45.91,17.96,1.1,0.0
20200427:0909,595.92,263.62,12.03,56.49,18.92,1.38,0.0
20200427:1009,817.36,191.7,14.04,64.46,19.57,2.14,0.0
20200427:1109,892.43,150.74,14.66,66.79,19.73,3.03,0.0
20200427:1209,842.89,137.0,14.06,62.02,19.26,3.17,0.0
20200427:1309,655.19,164.95,12.18,52.81,19.32,3.1,0.0
20200427:1409,504.82,130.25,10.0,41.74,19.23,4.0,0.0
20200427:1509,298.68,104.38,7.1,29.96,18.75,3.86,0.0
20200427:1609,98.34,71.01,3.94,17.98,18.44,3.38,0.0
20200427:1709,0.0,32.53,0.56,6.13,17.72,2.9,0.0
20200427:1809,0.0,0.0,0.0,0.0,16.85,2.76,0.0
20200427:1909,0.0,0.0,0.0,0.0,16.12,2.07,0.0
20200427:2009,0.0,0.0,0.0,0.0,15.52,2.07,0.0
20200427:2109,0.0,0.0,0.0,0.0,15.04,2.14,0.0
20200427:2209,0.0,0.0,0.0,0.0,14.66,2.14,0.0
20200427:2309,0.0,0.0,0.0,0.0,14.3,2.28,0.0
20200428:0009,0.0,0.0,0.0,0.0,13.96,2.34,0.0
20200428:0109,0.0,0.0,0.0,0.0,13.69,2.34,0.0
20200428:0209,0.0,0.0,0.0,0.0,13.41,2.41,0.0
20200428:0309,0.0,0.0,0.0,0.0,13.23,2.55,0.0
20200428:0409,0.0,0.0,0.0,0.0,12.96,2.48,0.0
20200428:0509,48.89,53.92,2.01,10.63,13.06,2.21,0.0
20200428:0609,226.79,101.67,5.1,22.56,15.01,2.0,0.0
20200428:0709,438.48,129.71,8.21,34.51,16.25,2.55,0.0
20200428:0809,624.99,150.76,10.9,46.14,17.91,3.1,0.0
20200428:0909,788.53,150.34,13.06,56.75,19.12,3.93,0.0
20200428:1009,876.19,151.49,14.33,64.76,19.92,4.14,0.0
20200428:1109,871.42,160.86,14.55,67.1,20.28,4.34,0.0
20200428:1209,868.22,116.87,14.18,62.26,20.29,4.48,0.0
20200428:1309,687.93,141.34,12.36,53.01,20.12,4.41,0.0
20200428:1409,501.6,129.91,9.98,41.9,19.73,4.0,0.0
20200428:1509,37.21,213.99,4.15,30.1,19.19,3.72,0.0
20200428:1609,102.35,66.26,4.0,18.13,18.43,2.76,0.0
20200428:1709,0.0,33.41,0.57,6.28,17.61,2.28,0.0
20200428:1809,0.0,0.0,0.0,0.0,16.44,2.21,0.0
20200428:1909,0.0,0.0,0.0,0.0,15.89,1.17,0.0
20200428:2009,0.0,0.0,0.0,0.0,15.28,1.45,0.0
20200428:2109,0.0,0.0,0.0,0.0,14.83,1.93,0.0
20200428:2209,0.0,0.0,0.0,0.0,14.62,2.28,0.0
20200428:2309,0.0,0.0,0.0,0.0,14.5,2.28,0.0
20200429:0009,0.0,0.0,0.0,0.0,14.47,2.55,0.0
20200429:0109,0.0,0.0,0.0,0.0,14.69,2.41,0.0
20200429:0209,0.0,0.0,0.0,0.0,14.83,1.93,0.0
20200429:0309,0.0,0.0,0.0,0.0,14.89,2.69,0.0
20200429:0409,0.0,0.0,0.0,0.0,14.82,3.38,0.0
20200429:0509,0.0,43.44,0.71,10.85,14.95,3.45,0.0
20200429:0609,0.0,31.43,0.51,22.77,15.01,2.9,0.0
